BioSample,Assay_Type,Organism,Run,Sample_Name,individual,sex,tissue,BioProject
SAMN11245700,WGS,Micropoecilia picta,SRR8785509,P.pic._2F_H,8,female,head,PRJNA528814
SAMN11245700,WGS,Micropoecilia picta,SRR8785549,P.pic._2F_H,8,female,head,PRJNA528814
SAMN11245700,WGS,Micropoecilia picta,SRR8785574,P.pic._2F_H,8,female,head,PRJNA528814
SAMN11245700,WGS,Micropoecilia picta,SRR8785658,P.pic._2F_H,8,female,head,PRJNA528814
SAMN11245700,WGS,Micropoecilia picta,SRR8785661,P.pic._2F_H,8,female,head,PRJNA528814
SAMN11245700,WGS,Micropoecilia picta,SRR8785662,P.pic._2F_H,8,female,head,PRJNA528814
SAMN11245700,WGS,Micropoecilia picta,SRR8785664,P.pic._2F_H,8,female,head,PRJNA528814
SAMN11245700,WGS,Micropoecilia picta,SRR8785794,P.pic._2F_H,8,female,head,PRJNA528814
SAMN11245700,WGS,Micropoecilia picta,SRR8785795,P.pic._2F_H,8,female,head,PRJNA528814
SAMN11245700,WGS,Micropoecilia picta,SRR8785796,P.pic._2F_H,8,female,head,PRJNA528814
SAMN11245700,WGS,Micropoecilia picta,SRR8785797,P.pic._2F_H,8,female,head,PRJNA528814
SAMN11245700,WGS,Micropoecilia picta,SRR8785799,P.pic._2F_H,8,female,head,PRJNA528814
SAMN11245700,WGS,Micropoecilia picta,SRR8785800,P.pic._2F_H,8,female,head,PRJNA528814
SAMN11245700,WGS,Micropoecilia picta,SRR8785801,P.pic._2F_H,8,female,head,PRJNA528814
SAMN11245700,WGS,Micropoecilia picta,SRR8785803,P.pic._2F_H,8,female,head,PRJNA528814
SAMN11245700,WGS,Micropoecilia picta,SRR8785920,P.pic._2F_H,8,female,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785570,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785572,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785573,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785649,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785651,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785652,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785821,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785822,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785823,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785825,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785826,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785827,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785828,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785830,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785831,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785954,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785965,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785966,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785967,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785968,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785969,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245702,WGS,Micropoecilia picta,SRR8785970,P.pic._3M_H,10,male,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785500,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785502,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785503,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785510,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785802,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785836,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785837,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785838,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785839,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785840,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785841,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785842,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785843,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785844,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785880,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785881,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785894,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785895,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785981,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785982,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785985,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245699,WGS,Micropoecilia picta,SRR8785986,P.pic._1F_H,7,female,head,PRJNA528814
SAMN11245717,RNA-Seq,Poecilia latipinna,SRR8785694,P.lat._1F_T,13,female,tail,PRJNA528814
SAMN11245717,RNA-Seq,Poecilia latipinna,SRR8785695,P.lat._1F_T,13,female,tail,PRJNA528814
SAMN11245717,RNA-Seq,Poecilia latipinna,SRR8785696,P.lat._1F_T,13,female,tail,PRJNA528814
SAMN11245717,RNA-Seq,Poecilia latipinna,SRR8785697,P.lat._1F_T,13,female,tail,PRJNA528814
SAMN11245718,RNA-Seq,Poecilia latipinna,SRR8785688,P.lat._2F_T,14,female,tail,PRJNA528814
SAMN11245718,RNA-Seq,Poecilia latipinna,SRR8785689,P.lat._2F_T,14,female,tail,PRJNA528814
SAMN11245718,RNA-Seq,Poecilia latipinna,SRR8785775,P.lat._2F_T,14,female,tail,PRJNA528814
SAMN11245718,RNA-Seq,Poecilia latipinna,SRR8785776,P.lat._2F_T,14,female,tail,PRJNA528814
SAMN11245721,RNA-Seq,Poecilia latipinna,SRR8785938,P.lat._4M_T,17,male,tail,PRJNA528814
SAMN11245721,RNA-Seq,Poecilia latipinna,SRR8785939,P.lat._4M_T,17,male,tail,PRJNA528814
SAMN11245721,RNA-Seq,Poecilia latipinna,SRR8785940,P.lat._4M_T,17,male,tail,PRJNA528814
SAMN11245721,RNA-Seq,Poecilia latipinna,SRR8785941,P.lat._4M_T,17,male,tail,PRJNA528814
SAMN11245722,RNA-Seq,Poecilia latipinna,SRR8785934,P.lat._7M_T,18,male,tail,PRJNA528814
SAMN11245722,RNA-Seq,Poecilia latipinna,SRR8785935,P.lat._7M_T,18,male,tail,PRJNA528814
SAMN11245722,RNA-Seq,Poecilia latipinna,SRR8785936,P.lat._7M_T,18,male,tail,PRJNA528814
SAMN11245722,RNA-Seq,Poecilia latipinna,SRR8785937,P.lat._7M_T,18,male,tail,PRJNA528814
SAMN11245720,RNA-Seq,Poecilia latipinna,SRR8785781,P.lat._3M_T,16,male,tail,PRJNA528814
SAMN11245720,RNA-Seq,Poecilia latipinna,SRR8785782,P.lat._3M_T,16,male,tail,PRJNA528814
SAMN11245720,RNA-Seq,Poecilia latipinna,SRR8785783,P.lat._3M_T,16,male,tail,PRJNA528814
SAMN11245720,RNA-Seq,Poecilia latipinna,SRR8785784,P.lat._3M_T,16,male,tail,PRJNA528814
SAMN11245719,RNA-Seq,Poecilia latipinna,SRR8785777,P.lat._6F_T,15,female,tail,PRJNA528814
SAMN11245719,RNA-Seq,Poecilia latipinna,SRR8785778,P.lat._6F_T,15,female,tail,PRJNA528814
SAMN11245719,RNA-Seq,Poecilia latipinna,SRR8785779,P.lat._6F_T,15,female,tail,PRJNA528814
SAMN11245719,RNA-Seq,Poecilia latipinna,SRR8785780,P.lat._6F_T,15,female,tail,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785482,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785530,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785558,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785559,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785561,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785564,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785565,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785622,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785623,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785626,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785627,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785628,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785629,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785632,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785633,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785714,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785717,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785718,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785862,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785863,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785864,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245713,WGS,Poecilia latipinna,SRR8785931,P.lat._6F_H,15,female,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785481,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785483,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785484,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785485,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785486,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785487,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785488,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785489,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785490,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785491,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785547,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785548,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785555,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785690,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785691,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785692,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785693,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785808,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785809,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785820,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785896,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245716,WGS,Poecilia latipinna,SRR8785897,P.lat._7M_H,18,male,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8785608,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8785609,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8785612,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8785613,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8785614,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8785615,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8785616,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8785617,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8785618,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8785619,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8785620,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8785621,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8785624,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8785625,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8785631,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8785999,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8786000,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8786001,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8786002,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8786003,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8786005,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245711,WGS,Poecilia latipinna,SRR8786006,P.lat._1F_H,13,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785630,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785715,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785716,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785719,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785720,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785721,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785722,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785723,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785724,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785725,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785726,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785785,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785786,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785787,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785788,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785789,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785790,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785908,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785909,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785997,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8785998,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245712,WGS,Poecilia latipinna,SRR8786004,P.lat._2F_H,14,female,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785560,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785571,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785804,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785805,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785859,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785860,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785861,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785865,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785866,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785867,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785868,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785942,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785943,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785944,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785945,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785946,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785947,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785948,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785949,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785950,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785951,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245714,WGS,Poecilia latipinna,SRR8785953,P.lat._3M_H,16,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785550,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785551,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785552,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785553,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785554,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785556,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785557,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785813,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785814,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785815,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785816,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785817,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785818,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785819,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785829,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785834,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785955,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785956,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785957,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785958,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785959,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245715,WGS,Poecilia latipinna,SRR8785960,P.lat._4M_H,17,male,head,PRJNA528814
SAMN11245696,RNA-Seq,Poecilia wingei,SRR8785594,Pwin_T_M005,4,male,tail,PRJNA528814
SAMN11245696,RNA-Seq,Poecilia wingei,SRR8785595,Pwin_T_M005,4,male,tail,PRJNA528814
SAMN11245696,RNA-Seq,Poecilia wingei,SRR8785596,Pwin_T_M005,4,male,tail,PRJNA528814
SAMN11245696,RNA-Seq,Poecilia wingei,SRR8785597,Pwin_T_M005,4,male,tail,PRJNA528814
SAMN11245695,RNA-Seq,Poecilia wingei,SRR8785590,Pwin_T_F015,3,female,tail,PRJNA528814
SAMN11245695,RNA-Seq,Poecilia wingei,SRR8785591,Pwin_T_F015,3,female,tail,PRJNA528814
SAMN11245695,RNA-Seq,Poecilia wingei,SRR8785592,Pwin_T_F015,3,female,tail,PRJNA528814
SAMN11245695,RNA-Seq,Poecilia wingei,SRR8785593,Pwin_T_F015,3,female,tail,PRJNA528814
SAMN11245697,RNA-Seq,Poecilia wingei,SRR8785588,Pwin_T_M006,5,male,tail,PRJNA528814
SAMN11245697,RNA-Seq,Poecilia wingei,SRR8785589,Pwin_T_M006,5,male,tail,PRJNA528814
SAMN11245697,RNA-Seq,Poecilia wingei,SRR8785987,Pwin_T_M006,5,male,tail,PRJNA528814
SAMN11245697,RNA-Seq,Poecilia wingei,SRR8785988,Pwin_T_M006,5,male,tail,PRJNA528814
SAMN11245698,RNA-Seq,Poecilia wingei,SRR8785879,Pwin_T_M007,6,male,tail,PRJNA528814
SAMN11245698,RNA-Seq,Poecilia wingei,SRR8785983,Pwin_T_M007,6,male,tail,PRJNA528814
SAMN11245698,RNA-Seq,Poecilia wingei,SRR8785984,Pwin_T_M007,6,male,tail,PRJNA528814
SAMN11245698,RNA-Seq,Poecilia wingei,SRR8785990,Pwin_T_M007,6,male,tail,PRJNA528814
SAMN11245693,RNA-Seq,Poecilia wingei,SRR8785741,Pwin_T_F013,1,female,tail,PRJNA528814
SAMN11245693,RNA-Seq,Poecilia wingei,SRR8785742,Pwin_T_F013,1,female,tail,PRJNA528814
SAMN11245693,RNA-Seq,Poecilia wingei,SRR8785747,Pwin_T_F013,1,female,tail,PRJNA528814
SAMN11245693,RNA-Seq,Poecilia wingei,SRR8785748,Pwin_T_F013,1,female,tail,PRJNA528814
SAMN11245694,RNA-Seq,Poecilia wingei,SRR8785739,Pwin_T_F014,2,female,tail,PRJNA528814
SAMN11245694,RNA-Seq,Poecilia wingei,SRR8785740,Pwin_T_F014,2,female,tail,PRJNA528814
SAMN11245694,RNA-Seq,Poecilia wingei,SRR8785745,Pwin_T_F014,2,female,tail,PRJNA528814
SAMN11245694,RNA-Seq,Poecilia wingei,SRR8785746,Pwin_T_F014,2,female,tail,PRJNA528814
SAMN11245689,WGS,Poecilia wingei,SRR8785537,P.win_15F_H,3,female,head,PRJNA528814
SAMN11245689,WGS,Poecilia wingei,SRR8785538,P.win_15F_H,3,female,head,PRJNA528814
SAMN11245689,WGS,Poecilia wingei,SRR8785539,P.win_15F_H,3,female,head,PRJNA528814
SAMN11245689,WGS,Poecilia wingei,SRR8785540,P.win_15F_H,3,female,head,PRJNA528814
SAMN11245689,WGS,Poecilia wingei,SRR8785545,P.win_15F_H,3,female,head,PRJNA528814
SAMN11245689,WGS,Poecilia wingei,SRR8785546,P.win_15F_H,3,female,head,PRJNA528814
SAMN11245689,WGS,Poecilia wingei,SRR8785923,P.win_15F_H,3,female,head,PRJNA528814
SAMN11245688,WGS,Poecilia wingei,SRR8785541,P.win._14F_H,2,female,head,PRJNA528814
SAMN11245688,WGS,Poecilia wingei,SRR8785542,P.win._14F_H,2,female,head,PRJNA528814
SAMN11245688,WGS,Poecilia wingei,SRR8785543,P.win._14F_H,2,female,head,PRJNA528814
SAMN11245688,WGS,Poecilia wingei,SRR8785544,P.win._14F_H,2,female,head,PRJNA528814
SAMN11245688,WGS,Poecilia wingei,SRR8785869,P.win._14F_H,2,female,head,PRJNA528814
SAMN11245688,WGS,Poecilia wingei,SRR8785870,P.win._14F_H,2,female,head,PRJNA528814
SAMN11245688,WGS,Poecilia wingei,SRR8785871,P.win._14F_H,2,female,head,PRJNA528814
SAMN11245690,WGS,Poecilia wingei,SRR8785924,P.win._5M_H,4,male,head,PRJNA528814
SAMN11245690,WGS,Poecilia wingei,SRR8785925,P.win._5M_H,4,male,head,PRJNA528814
SAMN11245690,WGS,Poecilia wingei,SRR8785926,P.win._5M_H,4,male,head,PRJNA528814
SAMN11245690,WGS,Poecilia wingei,SRR8785927,P.win._5M_H,4,male,head,PRJNA528814
SAMN11245690,WGS,Poecilia wingei,SRR8785928,P.win._5M_H,4,male,head,PRJNA528814
SAMN11245690,WGS,Poecilia wingei,SRR8785929,P.win._5M_H,4,male,head,PRJNA528814
