ref_Gambusia_2Female_RNA	ref_Gambusia_3Female_RNA	ref_Gambusia_4Female_RNA	ref_Gambusia_6Male_RNA	ref_Gambusia_7Male_RNA	ref_Gambusia_8Male_RNA	alt_Gambusia_2Female_RNA	alt_Gambusia_3Female_RNA	alt_Gambusia_4Female_RNA	alt_Gambusia_6Male_RNA	alt_Gambusia_7Male_RNA	alt_Gambusia_8Male_RNA	gene
2.8823529411764706	3.3529411764705883	0.2352941176470588	0.5294117647058824	4.411764705882354	0.0	1.1764705882352942	1.2352941176470589	0.05882352941176471	0.29411764705882354	1.7058823529411764	0.0	ENSXMAG00000029665
2.8823529411764706	3.3529411764705883	0.2352941176470588	0.5294117647058824	4.411764705882354	0.0	1.1764705882352942	1.2352941176470589	0.05882352941176471	0.29411764705882354	1.7058823529411764	0.0	ENSXMAG00000022060
3.692307692307693	2.9230769230769234	1.3076923076923077	1.2692307692307692	5.461538461538462	0.7692307692307693	1.0769230769230769	0.8076923076923077	0.3076923076923077	0.4230769230769231	1.5769230769230769	0.2692307692307692	ENSXMAG00000017354
1.0	0.0	3.0	4.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	ENSXMAG00000026583
												ENSXMAG00000021262
45.175	20.575	26.15	17.675	45.975	59.35	7.175	1.75	3.675	2.1	7.625	11.475	ENSXMAG00000011792
												ENSXMAG00000021599
5.704119850187267	3.5730337078651684	6.333333333333332	4.644194756554307	6.0	4.741573033707866	1.9213483146067416	1.0898876404494382	2.0973782771535583	1.599250936329588	1.8689138576779023	1.49812734082397	ENSXMAG00000010665
8.232365145228215	3.987551867219917	6.639004149377594	6.253112033195021	7.3195020746887955	9.738589211618255	2.2904564315352696	0.933609958506224	1.775933609958506	1.7219917012448134	2.0	2.7344398340248963	ENSXMAG00000007920
8.674074074074074	4.985185185185184	4.974074074074074	8.325925925925926	0.9925925925925926	6.7481481481481485	4.140740740740742	2.337037037037037	2.3592592592592596	3.72962962962963	0.3740740740740741	3.011111111111111	ENSXMAG00000012639
3.25	3.0	3.5	1.5	1.625	3.0	0.0	0.0	0.375	0.0	0.0	0.0	ENSXMAG00000012636
5.336206896551723	1.5172413793103448	2.5603448275862073	2.8448275862068964	3.034482758620689	5.232758620689656	1.1293103448275863	0.4137931034482759	0.7068965517241379	0.5948275862068966	0.6379310344827587	1.5517241379310345	ENSXMAG00000012628
3.9	1.06	4.12	6.32	2.32	6.44	0.96	0.36	0.82	1.42	0.74	1.86	ENSXMAG00000027184
48.587719298245624	22.035087719298247	55.7280701754386	40.56140350877193	66.35087719298245	69.26315789473685	9.254385964912279	4.4298245614035086	10.421052631578947	7.3771929824561395	12.885964912280702	13.140350877192983	ENSXMAG00000025111
36.962546816479396	26.62921348314607	45.453183520599254	41.9438202247191	41.38576779026217	46.9063670411985	6.033707865168539	4.51310861423221	7.838951310861423	7.164794007490637	7.438202247191012	8.063670411985019	ENSXMAG00000022050
												ENSXMAG00000012580
50.60416666666666	36.739583333333336	42.583333333333336	57.796875	37.859375	29.453125	19.64583333333333	14.421875	16.515625	23.09895833333333	15.125	11.78125	ENSXMAG00000026639
4.8236272878535775	1.545757071547421	3.1347753743760403	1.4359400998336107	6.442595673876872	8.843594009983361	1.3943427620632278	0.43594009983361065	0.9051580698835274	0.5141430948419301	1.951747088186356	2.557404326123128	ENSXMAG00000023605
9.48	5.653333333333332	5.88	7.3066666666666675	9.8	12.253333333333336	3.56	1.8666666666666667	2.053333333333333	2.44	4.013333333333334	4.8533333333333335	ENSXMAG00000012572
8.952380952380953	5.210884353741497	5.925170068027211	5.258503401360544	7.863945578231293	6.925170068027211	3.741496598639456	2.829931972789116	3.4897959183673466	2.2108843537414966	3.9795918367346936	3.782312925170068	ENSXMAG00000016023
9.018518518518519	6.294444444444443	7.777777777777778	8.00925925925926	6.644444444444446	6.55	2.4925925925925925	1.803703703703704	2.414814814814815	2.283333333333333	2.02037037037037	2.0111111111111106	ENSXMAG00000012546
4.426229508196721	4.836065573770492	3.2295081967213117	4.213114754098362	4.327868852459017	3.3114754098360657	0.9016393442622952	1.147540983606557	0.7213114754098361	0.9836065573770492	1.0819672131147542	0.8360655737704918	ENSXMAG00000012539
3.933333333333333	4.4	1.4666666666666666	3.0	2.333333333333333	2.0	2.7333333333333334	1.8	0.4	1.2666666666666666	0.9333333333333332	0.7333333333333333	ENSXMAG00000012535
4.3273809523809526	2.988095238095238	4.339285714285714	7.511904761904763	2.898809523809524	2.25	1.6726190476190477	1.2976190476190477	1.761904761904762	3.0	1.113095238095238	1.0714285714285714	ENSXMAG00000012525
19.83333333333333	8.088235294117647	17.725490196078432	17.627450980392155	14.529411764705882	15.637254901960786	6.754901960784314	2.980392156862745	6.745098039215686	6.2745098039215685	5.3921568627450975	5.46078431372549	ENSXMAG00000012520
3.0166666666666666	2.2333333333333334	3.633333333333333	2.4166666666666665	2.1166666666666667	1.15	1.0833333333333333	0.7333333333333333	1.0	0.7666666666666667	0.6333333333333333	0.3	ENSXMAG00000012517
3.9444444444444446	0.7777777777777778	2.9444444444444446	1.7777777777777777	3.111111111111111	2.1111111111111107	1.3888888888888888	0.3888888888888889	0.6666666666666666	0.3888888888888889	1.0555555555555556	0.4444444444444444	ENSXMAG00000004979
5.640625	4.890625	5.0	6.734375	4.515625	4.0	1.578125	1.609375	1.375	1.734375	1.5625	0.9375	ENSXMAG00000004997
2.533333333333333	3.566666666666667	4.083333333333333	3.1333333333333333	1.7833333333333334	2.1666666666666665	0.5333333333333333	0.7833333333333333	1.05	0.6666666666666666	0.3333333333333333	0.4666666666666667	ENSXMAG00000005006
7.681481481481482	5.666666666666668	5.637037037037038	7.029629629629628	3.4074074074074074	3.4592592592592597	2.9925925925925925	1.7629629629629633	1.9333333333333331	2.533333333333333	1.362962962962963	1.1851851851851851	ENSXMAG00000018816
9.130718954248367	5.287581699346405	7.431372549019607	7.457516339869281	7.026143790849672	6.5359477124183005	1.7581699346405228	0.9934640522875816	1.3790849673202614	1.3660130718954249	1.30718954248366	1.3790849673202614	ENSXMAG00000024167
4.916666666666667	1.4166666666666667	2.333333333333333	2.0	2.833333333333333	1.0	1.25	0.5	0.5	0.75	1.0	0.0	ENSXMAG00000018633
463.7894736842105	366.5263157894737	257.7368421052632	426.5789473684209	358.0	218.84210526315792	96.68421052631581	77.78947368421052	53.10526315789475	111.63157894736842	74.26315789473685	44.73684210526316	ENSXMAG00000018640
26.004587155963307	25.15596330275229	32.86238532110092	26.720183486238533	30.555045871559628	31.60091743119266	7.885321100917431	7.5412844036697235	9.582568807339447	7.912844036697247	9.20183486238532	9.307339449541283	ENSXMAG00000018643
11.875930521091812	6.2084367245657575	10.401985111662533	7.60545905707196	8.786600496277918	12.004962779156328	4.362282878411911	2.2679900744416868	3.78908188585608	2.794044665012407	3.270471464019851	4.233250620347395	ENSXMAG00000018644
2.0681818181818183	1.9090909090909087	9.488636363636363	5.886363636363638	3.1931818181818183	1.25	0.75	0.8181818181818182	4.215909090909091	2.522727272727273	1.431818181818182	0.6363636363636364	ENSXMAG00000018660
3.1428571428571432	0.42857142857142855	5.5	3.4285714285714284	1.0714285714285714	0.5714285714285714	0.42857142857142855	0.07142857142857142	0.35714285714285715	0.42857142857142855	0.14285714285714285	0.14285714285714285	ENSXMAG00000029213
3.5698529411764706	2.6580882352941178	7.099264705882352	6.209558823529411	3.5	4.238970588235294	1.4044117647058822	1.3897058823529411	3.3382352941176467	2.75	1.6985294117647058	2.0073529411764706	ENSXMAG00000022899
3.0	3.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ENSXMAG00000018700
1.5666666666666669	1.1	5.066666666666666	4.480952380952381	2.3714285714285714	1.6761904761904762	0.5333333333333333	0.5714285714285714	2.219047619047619	1.7047619047619047	0.8333333333333334	0.5761904761904761	ENSXMAG00000018725
3.333333333333333	0.6666666666666666	2.0	0.6666666666666666	0.0	2.0	1.6666666666666667	0.3333333333333333	1.0	0.3333333333333333	0.0	1.0	ENSXMAG00000027858
												ENSXMAG00000029947
94.0479704797048	113.05535055350552	91.13653136531366	172.7490774907749	78.70110701107009	69.77121771217712	40.195571955719565	46.48708487084871	38.2029520295203	73.21033210332105	31.24723247232472	28.74907749077491	ENSXMAG00000004969
0.4	0.0	1.6	1.4	1.0	2.2	0.4	0.0	2.2	1.6	1.4	3.0	ENSXMAG00000026140
7.722543352601156	4.1387283236994215	5.283236994219654	2.6242774566473988	8.242774566473987	6.086705202312138	2.8439306358381504	1.329479768786127	2.2427745664739884	1.0809248554913296	3.052023121387283	2.0809248554913293	ENSXMAG00000004424
27.94131455399061	17.603286384976524	26.401408450704228	36.18779342723005	35.48826291079811	30.176056338028175	13.497652582159624	9.049295774647886	13.068075117370892	17.0962441314554	16.962441314553992	14.194835680751176	ENSXMAG00000018743
36.04961832061068	18.4351145038168	27.84351145038168	25.854961832061072	30.633587786259547	27.095419847328248	11.01526717557252	5.477099236641222	7.927480916030534	7.213740458015268	8.790076335877862	7.229007633587786	ENSXMAG00000018747
8.092233009708737	5.349514563106796	9.436893203883496	10.20388349514563	8.577669902912621	6.0388349514563116	2.6650485436893203	1.7766990291262137	2.8155339805825244	3.4854368932038837	2.8640776699029127	2.116504854368932	ENSXMAG00000018776
2.1	2.9	1.6666666666666667	3.966666666666667	1.3333333333333333	1.4333333333333331	1.0333333333333334	1.9666666666666663	1.1333333333333333	1.8666666666666667	0.7333333333333333	0.7666666666666667	ENSXMAG00000018831
10.43421052631579	6.078947368421053	14.967105263157894	23.335526315789476	9.648026315789474	5.753289473684211	3.5888157894736836	2.0394736842105257	5.105263157894737	8.046052631578947	3.1677631578947367	1.8717105263157892	ENSXMAG00000018833
12.841269841269842	7.396825396825397	13.365079365079366	11.333333333333336	8.698412698412698	7.9682539682539675	1.6984126984126984	1.2063492063492065	1.619047619047619	1.6349206349206349	1.4126984126984128	1.2063492063492065	ENSXMAG00000018837
21.46286701208981	10.924006908462868	24.81865284974093	16.112262521588946	11.844559585492227	19.14162348877375	7.195164075993093	3.7944732297063903	8.991364421416234	5.994818652849741	4.33678756476684	6.659758203799655	ENSXMAG00000029782
24.483460559796445	12.564885496183207	20.76590330788804	14.173027989821882	15.353689567430026	19.48854961832061	12.033078880407126	6.183206106870228	9.506361323155216	6.880407124681934	6.9312977099236655	8.62086513994911	ENSXMAG00000018875
14.620853080568722	12.369668246445498	17.639810426540283	23.72037914691943	14.459715639810426	14.791469194312794	3.938388625592417	3.4597156398104265	4.848341232227488	6.753554502369669	4.293838862559242	4.023696682464456	ENSXMAG00000018921
5.959697732997482	3.5667506297229217	5.045340050377834	10.377833753148613	6.750629722921913	8.675062972292192	1.5818639798488665	0.9420654911838792	1.2544080604534005	2.6095717884130982	1.7657430730478592	2.6397984886649875	ENSXMAG00000018928
4.061946902654866	1.7433628318584071	2.3495575221238942	4.960176991150441	5.150442477876107	4.86283185840708	1.0973451327433628	0.4646017699115044	0.6725663716814161	1.2743362831858407	1.4911504424778759	1.4026548672566372	ENSXMAG00000018950
3.4630872483221475	1.5973154362416109	1.8993288590604027	4.2147651006711415	3.6174496644295298	4.375838926174497	0.9463087248322148	0.4630872483221477	0.6375838926174496	1.2885906040268456	1.2751677852348993	1.4630872483221478	ENSXMAG00000029415
14.165605095541403	14.343949044585989	8.426751592356688	22.07006369426752	10.86624203821656	5.9108280254777075	5.62420382165605	5.78343949044586	3.4394904458598727	8.94267515923567	4.101910828025478	2.4713375796178343	ENSXMAG00000019424
16.90909090909091	18.740259740259738	10.662337662337665	30.376623376623375	12.753246753246751	5.701298701298702	8.35064935064935	8.870129870129869	5.454545454545454	14.532467532467532	6.2857142857142865	3.1428571428571432	ENSXMAG00000022593
7.290909090909091	4.9757575757575765	7.054545454545455	9.133333333333333	5.454545454545454	4.16969696969697	2.2545454545454544	1.7030303030303031	2.2484848484848485	2.933333333333333	1.6727272727272726	1.2666666666666666	ENSXMAG00000024119
3.596330275229358	2.541284403669725	4.4587155963302765	3.110091743119266	2.55045871559633	2.6880733944954134	0.8990825688073395	0.3761467889908257	0.908256880733945	0.6146788990825688	0.6330275229357798	0.6055045871559633	ENSXMAG00000018960
11.905982905982905	7.470085470085469	11.490028490028491	12.037037037037035	14.122507122507123	14.91168091168091	3.618233618233618	2.327635327635328	3.6381766381766383	3.615384615384616	4.216524216524217	4.720797720797722	ENSXMAG00000018970
6.352564102564102	3.2307692307692313	6.115384615384616	5.4423076923076925	6.653846153846153	7.666666666666668	1.7307692307692308	0.8076923076923077	1.7371794871794872	1.4871794871794872	1.7243589743589745	2.25	ENSXMAG00000018971
3.752808988764045	2.4494382022471908	2.820224719101124	1.6629213483146068	3.1348314606741567	2.752808988764045	0.6067415730337079	0.4831460674157304	0.6853932584269663	0.33707865168539325	0.6629213483146067	0.5842696629213483	ENSXMAG00000021468
44.025	29.65	28.125	156.65	109.55	113.125	25.525	17.575	17.25	93.475	70.875	68.125	ENSXMAG00000020306
14.586762075134168	7.2754919499105535	9.817531305903401	16.917710196779964	14.071556350626118	14.998211091234348	5.0178890876565285	2.584973166368515	3.475849731663685	6.799642218246869	5.320214669051879	5.674418604651162	ENSXMAG00000001357
2.64	1.52	1.8	3.2	1.8	2.64	0.68	0.36	1.0	0.96	0.32	0.88	ENSXMAG00000029871
2.0	2.25	0.375	2.25	0.0	1.5	0.5	0.75	0.25	0.75	0.0	0.75	ENSXMAG00000021287
1.0	1.9166666666666667	2.1666666666666665	3.083333333333333	1.0	1.5833333333333333	0.0	0.16666666666666666	0.5	0.5833333333333334	0.16666666666666666	0.5	ENSXMAG00000018992
7.189435336976321	4.653916211293262	6.313296903460838	8.659380692167577	6.378870673952641	6.2349726775956285	2.555555555555556	1.6484517304189434	2.1092896174863394	2.8943533697632065	2.204007285974499	2.191256830601093	ENSXMAG00000019009
5.955882352941178	2.862745098039216	2.2009803921568634	1.7745098039215683	3.367647058823529	2.083333333333333	1.4215686274509804	0.8970588235294118	0.6862745098039216	0.4607843137254902	0.9215686274509804	0.6372549019607843	ENSXMAG00000019010
10.670212765957444	11.957446808510639	11.861702127659573	9.829787234042556	8.202127659574469	5.989361702127661	3.4946808510638303	4.122340425531915	4.117021276595745	3.404255319148936	2.8085106382978724	1.7340425531914894	ENSXMAG00000019011
3.855345911949685	2.9874213836477987	4.899371069182389	3.6477987421383653	3.440251572327044	2.981132075471698	1.0440251572327044	0.8742138364779874	1.5031446540880504	1.0314465408805031	0.8742138364779874	0.7735849056603774	ENSXMAG00000020869
7.670926517571885	3.230031948881789	3.4600638977635785	3.902555910543131	3.736421725239617	5.963258785942492	1.964856230031949	0.7188498402555911	0.889776357827476	1.0798722044728437	0.9664536741214056	1.4808306709265175	ENSXMAG00000020825
8.834459459459461	3.97804054054054	4.736486486486488	5.3766891891891895	5.52195945945946	9.788851351351349	2.439189189189189	1.0405405405405406	1.4104729729729732	1.616554054054054	1.5962837837837838	2.831081081081081	ENSXMAG00000019050
15.22258064516129	10.567741935483873	10.574193548387097	18.829032258064515	17.135483870967743	15.94516129032258	6.83225806451613	4.519354838709678	4.422580645161291	8.4	7.003225806451613	6.7483870967741915	ENSXMAG00000019061
19.301507537688448	13.959798994974875	13.100502512562814	23.758793969849247	22.306532663316585	20.804020100502512	8.909547738693467	5.949748743718593	5.582914572864323	10.738693467336683	9.180904522613066	9.040201005025123	ENSXMAG00000019095
												ENSXMAG00000029036
9.944444444444443	6.4444444444444455	8.5	6.652777777777778	8.527777777777779	13.180555555555555	2.1944444444444446	1.3055555555555556	1.805555555555556	1.3472222222222223	1.9722222222222223	2.9027777777777777	ENSXMAG00000000076
20.83458646616541	1.263157894736842	10.030075187969924	7.87218045112782	14.097744360902256	0.3308270676691729	4.7819548872180455	0.3007518796992481	2.3533834586466167	1.9398496240601504	3.5263157894736836	0.06766917293233082	ENSXMAG00000024415
												ENSXMAG00000000090
13.68788501026694	7.470225872689937	10.023613963039015	5.537987679671458	15.182751540041068	41.67248459958933	4.956878850102671	2.6817248459958933	3.6416837782340865	1.969199178644764	5.634496919917863	15.429158110882955	ENSXMAG00000000091
												ENSXMAG00000029437
1.9242424242424243	1.0909090909090908	1.2727272727272727	1.7424242424242424	5.757575757575758	5.803030303030303	0.30303030303030304	0.21212121212121213	0.18181818181818185	0.3484848484848485	1.0	1.0151515151515151	ENSXMAG00000000107
10.233595800524936	4.997375328083988	5.637795275590551	8.16010498687664	10.1994750656168	7.060367454068241	2.9868766404199474	1.5406824146981628	1.7874015748031495	2.417322834645669	3.131233595800525	2.220472440944882	ENSXMAG00000000122
3.679012345679012	3.975308641975309	2.2098765432098766	2.9012345679012346	5.4444444444444455	2.6419753086419755	1.0493827160493827	1.2592592592592593	0.5925925925925926	0.7037037037037037	1.271604938271605	0.7777777777777778	ENSXMAG00000009893
												ENSXMAG00000020840
5.232067510548523	2.118143459915612	7.443037974683543	3.9451476793248954	7.451476793248945	9.341772151898734	2.113924050632912	0.8312236286919831	3.2362869198312234	1.8523206751054853	3.3797468354430378	4.105485232067511	ENSXMAG00000009890
6.541666666666668	3.3541666666666665	3.5416666666666665	3.75	5.979166666666668	7.0	4.604166666666667	1.7083333333333333	2.2916666666666665	2.5625	3.8333333333333335	3.6041666666666665	ENSXMAG00000009869
75.22222222222223	41.617777777777775	58.795555555555545	79.38666666666667	65.09777777777778	81.98222222222222	33.34222222222222	17.31111111111111	24.284444444444446	34.73333333333333	27.18666666666667	39.01777777777778	ENSXMAG00000009861
3.977011494252874	1.264367816091954	3.3678160919540234	3.6091954022988495	2.9770114942528734	1.9655172413793105	1.4712643678160917	0.4942528735632184	1.4827586206896552	1.0	1.0344827586206895	0.7356321839080459	ENSXMAG00000000127
												ENSXMAG00000000130
												ENSXMAG00000023095
1.58	0.86	3.6	3.56	2.74	2.16	0.22	0.1	0.5	0.44	0.26	0.26	ENSXMAG00000008784
15.1875	15.96875	20.71875	37.15625	11.75	11.34375	2.96875	2.40625	3.5	5.28125	1.90625	1.875	ENSXMAG00000019533
5.6923076923076925	5.615384615384616	3.5	4.5	5.5769230769230775	6.961538461538463	0.5384615384615384	0.5384615384615384	0.5	0.6538461538461539	0.5769230769230769	0.5384615384615384	ENSXMAG00000008777
9.146596858638745	7.056282722513089	17.331151832460733	12.619109947643981	12.49083769633508	8.354712041884817	3.1714659685863875	2.548429319371728	6.219895287958115	4.459424083769632	4.382198952879581	2.913612565445026	ENSXMAG00000019044
45.66844207723036	22.680426098535285	32.6404793608522	26.08655126498003	31.877496671105188	39.841544607190414	13.561917443408788	6.7363515312916125	9.428761651131824	7.700399467376831	9.049267643142477	11.74034620505992	ENSXMAG00000019043
18.028716216216214	15.116554054054054	12.532094594594595	16.54222972972973	12.491554054054054	14.420608108108109	4.890202702702703	3.910472972972973	3.2347972972972974	4.4493243243243255	3.2111486486486487	3.381756756756757	ENSXMAG00000019041
11.686046511627907	9.363372093023257	7.9941860465116275	8.404069767441861	7.63953488372093	9.01453488372093	2.8633720930232562	1.982558139534884	1.5348837209302326	1.8313953488372088	0.938953488372093	1.4738372093023255	ENSXMAG00000019435
13.607717041800644	9.138263665594856	12.842443729903536	14.247588424437302	9.95176848874598	16.469453376205788	4.270096463022508	3.0482315112540195	4.482315112540193	5.096463022508039	3.610932475884245	5.848874598070741	ENSXMAG00000019008
4.705882352941177	0.9411764705882352	1.6176470588235294	1.2352941176470589	3.0294117647058822	0.9411764705882352	0.8823529411764706	0.2647058823529412	0.3235294117647059	0.2058823529411765	0.6176470588235294	0.17647058823529413	ENSXMAG00000019002
												ENSXMAG00000024688
5.647058823529411	1.7352941176470589	2.8823529411764706	7.705882352941178	0.7058823529411765	1.4411764705882353	2.617647058823529	0.8823529411764706	1.3235294117647058	4.088235294117647	0.38235294117647056	0.6470588235294118	ENSXMAG00000010788
4.0	0.9612403100775194	3.0542635658914734	2.0930232558139537	3.4108527131782944	1.5116279069767442	1.8217054263565893	0.31007751937984496	1.193798449612403	0.6434108527131783	1.2403100775193798	0.5658914728682171	ENSXMAG00000023350
752.1337579617834	865.4012738853502	375.79617834394907	475.98089171974516	443.12101910828034	196.42038216560508	177.21656050955414	202.77070063694268	88.93630573248406	118.39490445859873	103.85987261146497	43.84076433121018	ENSXMAG00000022346
271.89750215331605	315.5400516795865	139.41171403962102	175.083548664944	159.04220499569337	70.50043066322138	70.03531438415159	81.1937984496124	35.92678725236865	45.41085271317829	40.211024978466845	19.3953488372093	ENSXMAG00000007350
3.6966666666666663	1.9	7.513333333333334	12.15	10.753333333333336	16.39	1.05	0.62	1.9233333333333331	3.3833333333333333	3.11	5.16	ENSXMAG00000007346
10.983164983164984	9.082491582491583	10.32996632996633	10.47138047138047	8.464646464646465	18.51010101010101	3.1767676767676765	2.6632996632996635	3.136363636363636	3.234006734006734	2.4377104377104377	5.415824915824916	ENSXMAG00000007344
7.462962962962963	2.6111111111111107	2.074074074074074	3.2777777777777777	2.9814814814814814	1.1851851851851851	2.185185185185185	0.7222222222222222	0.7407407407407407	0.8703703703703703	0.7777777777777778	0.462962962962963	ENSXMAG00000001587
